allfunds_id,isin,name_last,cluster_kmeans,cluster_hac,cluster_candidato_asia,PC1,PC2,ann_return,ann_vol,sharpe,sortino,max_drawdown,beta_mkt,beta_smb,beta_hml,beta_wml
27089,LU0963534564,"LO S - EUR HG CV ""P"" (GBPHDG) ACC B",1,2,1,0.7937217346708584,-0.4467698692463736,0.1192489381507253,0.1470665417360189,0.6834346447160431,0.7866682836392895,-0.3139612337808901,0.5640910821596413,0.0756694321021977,-0.1166429234922899,0.0382490436143825
27115,LU0316494557,FRANKLIN GLOBAL FUNDAMENTAL STRATEGIES A,2,2,0,-0.011117196407099482,-0.4973908214481505,0.0501823625315185,0.1143561639987977,0.3418605905308734,0.378822374625487,-0.2813738441215341,0.4671137118896729,-0.0142956300091487,-0.123030452694951,-0.0104917870383016
27117,LU0316494805,"FRANKLIN GLOBAL FUNDAMENTAL STRATEGIES""A",2,2,0,-0.46000716891435517,-1.2853913065609812,0.0345852228026843,0.1278567997083693,0.1887124522760357,0.2334889326587683,-0.2411985018726591,0.29381454682407,-0.2311862153294659,-0.1128765275599034,0.001412572062611
27118,LU0316494987,FRANKLIN GLOBAL FUNDAMENTAL STRATEGIES H,2,2,0,0.07175603511564721,-0.36674875961674785,0.0294798083653844,0.1127920707337594,0.1700526456412975,0.1899823670069845,-0.3215010141987858,0.4617251778622818,-0.0055475069048291,-0.1156083605343575,-0.0125852444124944
27121,LU0316495281,FRANKLIN GLOBAL FUNDAMENTAL STRATEGIES I,2,2,0,-0.43077810901307795,-1.277681475034737,0.0440792485960599,0.1276774479918171,0.2605344061892383,0.3224378183203572,-0.2398921832884095,0.2942282964521461,-0.2256016212787538,-0.1102291581645196,0.0013710812585662
27129,LU0184635471,"AXA WF OPTIMAL INCOME ""I"" ACC",2,0,0,-0.6711048641130124,0.22063893129470533,0.0465261183868661,0.0812244902135523,0.4387943161781371,0.5273325973135858,-0.2060637204522099,0.3408583370070216,0.1283995779642523,-0.0316152540655067,-0.0409474613799783
27130,LU1536921650,"AXA WF FRAMLINGTON RO ""A"" (EUR)",1,2,1,1.8854546724169006,-4.344080320392156,0.2356657692958537,0.2337368471435669,0.8534669143015512,1.0466293587938935,-0.3240540196203335,0.4720693321805663,-0.4150889183725851,-0.5263592394721688,0.1900009849936113
27152,LU0318934451,"JPM BRAZIL EQUITY ""A"" (USD) ACC",0,1,1,4.832003803148217,3.386225899188799,0.2332684421744844,0.3583933338209921,0.5577421162915337,0.7087611982958761,-0.5682870370370369,1.457351912091645,0.7852592410842943,0.0649608880889295,-0.1363892066333742
27153,LU0318936589,"JPM BRAZIL EQUITY ""D"" (USD) ACC",0,1,1,4.802718558896155,3.406146813675767,0.2213129837092651,0.3583825953674178,0.5305551107446423,0.6746220378315309,-0.5690104166666669,1.4556260543267003,0.7920739586344239,0.0658278430668497,-0.1297599649946569
27155,LU0217390060,"JPM EMERG MKTS DEBT ""D"" (EURHDG) ACC",2,0,0,-0.5573788072741511,0.9220194229616301,0.0403802593908695,0.0762611831399661,0.3902326364684936,0.4202607750339647,-0.2390914524805734,0.3507347776474308,0.2720752527565961,0.0806760421017196,0.0164591233713871
27157,LU0231473439,ASSI SL EURO HYBD I EUR ACC,2,0,0,-0.9151614610882095,1.152398521325482,0.048365759537772,0.0655526446183178,0.5708347118771283,0.5620813866839292,-0.2206896551724136,0.2740909930223145,0.2575718430378859,0.0818427300058543,-0.0894576987194685
27159,GB0031919342,"JAN HEN GLB FINS ""A"" (GBP) ACC",0,1,1,0.857879552421945,1.1364979217992321,0.1390186494892067,0.1612585252464037,0.7460833634435254,0.9628337084213552,-0.2977389321679654,0.5666606925938372,0.3099198852740352,0.0424271015896083,-0.0733953605056919
27180,IE00B9DN9Q73,"NB STRATEGIC INCOME ""I"" (USD) INC",2,0,0,-1.4369740855159472,0.5892717018492869,0.0232148805053469,0.0475842194086291,0.2741238775481019,0.2377355717539634,-0.1677852348993291,0.2324023903963018,0.2096219310461821,0.0218124839844378,-0.0158370607876439
27187,IE00BYT43784,"NEUBERGER BERMAN EM D ""I"" (USD) D",2,0,0,-0.19108879853344693,0.9812841347669797,-0.0207941181336921,0.099641066068676,-0.3266630769730321,-0.3741739870091705,-0.3016453382084093,0.4324500868482236,0.2991324562493582,0.0166200363633314,0.01196366581468
27188,IE00BDZRX748,"NEUBERGER BERMAN SHOR ""A"" (GBPHDG)",2,0,0,-2.570787401333967,0.8985354908032349,0.0226580486898764,0.0363710534785041,0.291662762356765,0.1705561471350855,-0.1297497683039855,0.1948827374575596,0.179767650881972,0.0815792865868341,-0.0020874383980436
27189,IE00BDZRX961,"NEUBERGER BERMAN SHOR ""I"" (GBPHDG)",2,0,0,-2.517279851441873,0.8809621625014982,0.0257035519737509,0.0366369315846673,0.3560402507078448,0.2051673107164437,-0.1296803652968036,0.1949064622545784,0.1797537253183797,0.0856917357066573,0.0018179361891394
27197,LU0145455571,"GENERALI SRI EUROPEAN EQUITY ""B"" (EUR)",1,1,1,0.8075301431646287,-0.47370836177171066,0.080003400601895,0.1636171593553657,0.41012334509597,0.4756287833829467,-0.3338472068522159,0.5672090072737932,-0.0006985620280867,-0.0827250585622289,0.0406864235754853
27207,LU0306805531,"SCHRODER ISF GLB CLIM CH ""A1"" (EURHDG)",0,1,1,1.719995123349157,0.48490336739250495,0.1568384535088129,0.1660892719217349,0.8186696422602848,0.9563239728735696,-0.3016638923421618,0.8664685468090593,0.3482110523058477,-0.0322503280253396,0.1072546623156772
27214,LU0308864023,"MAINFIRST TOP EUROPEA ""A"" (EUR)",0,1,1,1.8528351128556724,0.2940110859289657,0.1091339847234937,0.196251907498034,0.4774517003106441,0.5438581944906943,-0.4409448818897638,0.8260676655016533,0.1346814868503224,-0.1283487699358555,-0.0515858268801645
27217,LU0260159362,"GENERALI ABSOLUTE RET MULTI STRATS ""B""",2,0,0,-2.6569833038452586,-0.05597040003817049,0.0026120046556781,0.0322593506642266,-0.2253995397995349,-0.2266359921989037,-0.0612301440709257,0.0513882694402651,0.0398367205946931,0.0125935747656865,-0.0018570625941335
27218,LU0260157663,"GENERALI SUSTAINABLE ""B"" (EUR)",1,2,1,0.8441980154252823,-1.893223388934648,0.1228554747842052,0.1581819810008422,0.6702968875142149,0.7670621898556879,-0.320904150144245,0.4504699992019191,-0.1683681291885901,-0.1828968552777238,0.1428147569105232
